t-SNE_1,t-SNE_2
-24.958153,-46.75238
-24.920677,-46.917534
-24.375473,-47.14997
-24.382242,-47.34347
-85.29983,-1.6291324
-85.23776,-1.631545
-84.92912,-2.3844867
-85.123795,-3.5356355
-85.1229,-1.7201799
-73.884514,25.519
-73.86622,25.644535
-77.638214,29.174442
-76.35041,27.66044
-77.53012,28.400057
-78.21852,28.477633
86.79144,-17.406101
87.20757,-16.731176
91.453094,-15.037165
85.531395,-15.309165
86.28374,-15.015832
87.23502,-14.462822
87.77584,-14.424021
87.44639,-14.568384
87.69557,-14.616573
91.939156,-15.181927
90.83039,-14.819553
-64.83421,-4.6603856
-56.25808,3.8459275
-66.914505,-4.531513
-63.419434,4.2730236
-57.291096,6.0426636
-56.799103,6.2531266
-55.980747,6.289049
-44.229565,-1.2683804
-26.572514,34.888058
-46.532677,15.889459
-46.556206,15.99176
1.8196687,6.3839083
0.02344004,4.8734565
2.0699775,6.4177504
2.7268534,6.3311944
2.8467155,6.35205
3.2437305,6.5954027
3.6225958,6.9102955
3.6957216,7.5639467
4.0253267,6.4731827
3.7732425,7.1579795
3.8010936,7.623671
64.63477,34.055363
65.11254,34.805836
65.11778,34.825874
64.46945,34.05064
65.0297,34.82398
64.37073,34.133984
62.46607,37.238426
62.702705,37.733807
61.131214,36.992558
60.969944,36.86356
61.26911,38.65388
40.550594,-71.65626
19.818426,-61.90074
47.350834,-72.686745
51.530937,-56.53107
23.290985,-60.590614
23.430178,-60.709126
27.745937,-60.601353
27.1369,-56.972282
3.086786,-62.9135
26.97325,-57.60053
35.135487,-42.60827
5.9204135,-59.750507
8.239862,-35.902786
21.921244,-14.382851
16.276457,-28.198748
23.588984,-8.705465
20.948433,-29.248682
22.577164,-14.664592
22.08578,-8.76291
21.770132,-4.574126
21.871326,-4.506478
25.789894,-3.0354104
19.457062,-17.654621
19.783886,-18.360323
17.49287,-17.573008
28.49123,-3.18142
30.252121,-2.2558663
16.565584,-16.878277
28.9426,-2.9992368
32.81228,0.74263036
31.550274,2.963826
31.387182,0.17101084
31.463972,2.9293098
71.055756,21.443731
71.46348,23.26892
69.673454,24.647844
72.07294,23.036602
71.88046,23.371626
70.01117,24.744883
71.815445,23.40813
71.55377,23.549799
72.58291,22.788502
68.727585,26.468046
68.3267,27.047775
42.912304,-28.526937
44.52786,-32.29237
43.898075,-31.284462
17.090815,-42.36546
43.24899,-32.51349
43.484547,-32.759567
17.253834,-41.950928
10.774314,-49.54228
16.182388,-35.948345
21.93559,-17.857132
16.375626,-36.836143
-7.710667,-71.105255
-26.26054,-63.476692
-17.45079,-77.123604
-17.655127,-76.80751
-17.605885,-78.50581
-17.047422,-77.347435
-26.315496,-64.99638
-27.007187,-64.63641
-27.584139,-64.94122
-25.566788,-64.78403
-27.781395,-64.675026
42.527885,33.983536
42.290287,33.840416
44.917854,35.894024
42.685318,33.88444
42.9943,34.065662
44.104782,35.03833
43.95751,34.677525
44.992935,35.43692
43.80717,34.30493
44.120342,34.74185
44.66484,35.220165
-69.26246,-40.23075
-69.99112,-39.445675
-70.27898,-39.23865
-66.72266,-37.065258
-70.22884,-35.40728
-76.14095,-30.499672
-69.76318,-35.021492
-71.52516,-33.066833
-65.538124,-34.88215
-65.202,-34.4485
-72.4559,-32.56899
3.460453,62.41614
2.8966088,62.9077
3.5190299,63.940838
3.1350465,61.27942
3.8249357,61.234108
6.609206,61.153187
4.4417844,60.246353
3.465987,60.1895
6.7777753,61.988544
3.0981338,59.51556
2.951651,59.22924
-74.2992,-24.520956
-75.581375,-24.257338
-74.987495,-24.124239
-74.78747,-24.144445
-74.51035,-26.177652
-73.77124,-27.392876
-74.60167,-17.926413
-74.59041,-17.586348
-73.32733,-15.938374
-73.355095,-15.951842
-74.76535,-17.582306
-44.81354,47.44717
-50.94981,38.990215
-42.503242,35.92897
-38.94392,32.394634
-49.430992,40.205994
-36.311035,46.58903
-37.567852,47.810513
-23.118988,54.159058
-19.364502,51.40133
-22.96331,55.25921
-22.95802,54.652752
-6.1264815,-88.08224
-5.620629,-88.51947
-8.245129,-89.46896
-8.237644,-89.2827
-8.041391,-88.34326
-7.0409846,-87.085724
-8.00078,-88.27061
-6.969364,-86.86309
-7.0212116,-86.81335
-6.970719,-87.07982
-6.777103,-86.83208
-11.668136,7.1459484
-8.13959,10.467218
-6.3209085,14.179133
-6.0679297,13.747704
-6.152723,14.308164
3.799782,14.170531
-6.154869,14.918491
-6.7097983,69.355
27.436312,44.940727
27.142813,45.993904
27.605677,44.746616
-75.78179,-33.955513
-75.851166,-35.26331
-76.37258,-32.162037
-76.52928,-32.485992
-76.2345,-31.233023
-76.058044,-30.993122
-76.95772,-28.672565
-75.6301,-30.067318
-76.85148,-30.555826
-68.18785,-34.95475
-68.17791,-34.744556
-0.74044156,0.56413877
-9.192079,-19.889141
-1.191442,3.7958958
0.3409397,0.35088447
0.25318637,0.6057727
0.39044496,0.72700346
0.35233635,1.2640676
0.5356165,-0.6837425
26.877506,28.991438
27.170599,29.23911
2.2205443,1.0217832
-7.935268,-8.912487
-7.032427,-8.321767
-5.873341,-8.162041
-5.1647177,-8.564971
-6.5928235,-9.044193
-6.1123567,-8.842598
-5.732045,-8.618544
-4.5642805,-8.717141
-4.9128385,-8.692115
-5.8704405,-8.783664
-5.336694,-8.85084
34.92234,39.62927
34.88814,39.573326
28.784124,34.72086
32.387634,40.175434
35.97787,40.57739
32.556843,40.87158
32.46622,41.015797
30.097775,37.066936
30.4914,37.17573
35.855064,41.23807
30.743126,37.34156
-82.50655,23.931597
-86.87626,22.919346
-83.01194,23.623537
-86.93637,22.984821
-83.00284,23.564386
-86.98202,22.91296
-82.918015,23.474304
-83.230225,23.379202
-86.64174,22.555756
-86.74038,22.612535
-83.586914,23.128279
8.256655,-26.690542
8.52515,-26.820297
-1.0924478,-13.757127
8.028105,-26.20384
8.289854,-26.641258
-2.7032058,-12.320588
-2.469454,-12.389494
-3.0524602,-12.413474
8.266486,-26.902138
8.5574,-27.0131
8.432489,-25.58837
36.61568,-69.89022
49.589424,-60.83214
51.009777,-61.16201
28.304546,-63.8634
26.301403,-74.83745
47.58815,-59.627785
27.793022,-76.83478
27.670218,-76.77448
29.248466,-65.807144
37.054085,-43.820633
36.03338,-44.346367
-7.167805,-72.31326
-4.277677,-72.45758
-5.898944,-70.86783
-6.7127748,-70.592224
-7.228932,-68.87336
-7.419787,-70.75892
7.380321,-63.039642
6.2492275,-59.381634
-7.3092475,-69.05736
4.4353137,-60.33096
2.3394032,-61.063282
38.8753,-70.46372
51.85248,-58.10925
23.714819,-61.306908
23.779152,-61.206436
23.561275,-61.595337
52.396946,-57.94741
42.65914,-70.59459
42.661186,-70.57637
52.022438,-57.026146
51.845993,-57.09481
42.534065,-70.68267
38.23291,-58.85034
25.22179,-64.8367
40.056595,-58.174953
35.117203,-60.002113
44.838894,-56.680534
41.30811,-58.272495
44.777515,-56.73728
36.959217,-60.132404
39.726997,-58.943
38.81777,-58.929893
30.373112,-68.6168
-28.94611,16.119541
-28.542484,16.33634
-29.073677,15.983969
-27.694103,16.216198
-28.138298,16.597628
-27.05846,0.025676139
-27.68285,-1.8115987
-27.945835,-2.4930112
-28.077337,-3.074731
-28.221811,-3.669379
-27.653175,-6.2188473
-55.471367,52.74593
-55.42547,53.089508
-11.06699,66.21362
-11.7444515,66.60707
-12.498466,66.65554
-10.873378,67.5994
-10.840105,67.777115
-10.600561,67.91954
-12.490867,69.04975
-12.947645,69.37979
-12.8467865,69.42927
-19.180029,-22.892748
-19.771248,-24.028545
-2.1009283,5.8512974
-0.13503203,8.958473
-1.0140128,5.8845725
-1.6837448,5.5712276
-0.9384537,4.9324
0.8113484,7.739808
0.48851866,6.5938997
1.0289073,7.570164
0.9852925,7.693096
35.209072,-53.14776
34.70878,-52.930256
43.681244,-50.690826
34.291134,-52.96178
33.28855,-51.353806
29.53216,-49.260395
32.64965,-50.47891
36.901073,-47.757004
29.804167,-48.229206
29.745184,-48.137764
30.651525,-14.389696
-29.971226,-31.254694
-29.010647,-37.319397
-29.80005,-37.976303
-32.533993,-34.80938
-33.108105,-32.50304
-32.996403,-34.14946
-22.807919,-13.713027
-28.182402,-13.634586
-26.86362,-12.267557
-27.889221,-12.910626
-26.832329,-12.401957
-26.278864,28.339045
-25.847757,27.746603
-15.605675,34.777855
-15.417707,35.168736
-17.718754,38.188427
-15.159141,38.016373
-12.804551,35.985245
-14.673148,37.857075
-15.054162,37.305458
-15.966167,37.858383
-16.31387,38.117065
-0.8605881,-38.407047
-0.08991437,-50.188385
2.997995,-45.384373
-0.25991175,-52.836914
-0.19958223,-50.810955
-10.073511,-44.491714
-10.078061,-44.53011
-0.92889476,-51.986843
-16.74684,-45.65093
-16.86029,-45.659092
-30.361742,-46.83335
57.13825,10.110437
57.361572,3.4229207
57.302822,10.240736
58.325584,9.5117
58.55931,9.093323
57.60986,13.9168415
50.329044,31.901262
38.55726,36.945827
83.74067,13.125123
46.310394,33.536007
45.73121,33.47848
90.324356,9.103643
90.16782,9.276956
90.172,12.619149
89.82267,8.083241
89.99792,11.36319
88.68532,9.518206
88.90912,9.37556
88.31635,9.709846
89.42878,11.643927
89.577805,11.94501
89.60636,11.256103
-20.975782,-69.07819
-21.113657,-69.19115
-33.579098,-67.268394
-33.616196,-67.16699
-15.793823,-38.568237
-15.862444,-38.43437
-14.32952,-36.559696
-14.672733,-36.020737
-5.89603,-38.352444
-5.7309384,-38.109257
-17.582047,-39.850113
35.466278,-53.884354
35.44982,-19.662197
34.91303,-19.64379
33.218594,-50.68865
42.085484,-16.027575
47.56592,-12.080875
41.22032,-18.783133
47.250816,-12.095355
40.659946,-19.045795
41.89902,-16.209375
39.021305,-19.306458
9.893541,-57.782444
8.965214,-56.951775
10.627391,-57.398388
27.47242,-60.156357
8.84612,-56.68873
19.548574,-47.525127
18.738642,-46.439285
8.265083,-57.123222
8.314915,-56.963806
10.951278,-57.604557
11.123543,-57.58827
10.654867,-26.258669
-1.4322895,-44.02617
12.265596,-26.222523
11.891093,-26.6681
0.021750191,-21.171438
11.908094,-26.4158
10.523121,-25.867071
20.810678,-6.174191
23.114283,-7.0593576
13.4965,-30.878288
25.068453,1.7761525
28.32005,8.115332
27.587652,8.034611
28.358168,8.151724
27.836693,10.213961
28.591322,9.627004
28.590082,9.750528
28.4729,9.794025
29.52972,9.695854
28.374022,11.42187
28.782864,12.410466
28.399672,11.7588625
-46.786755,64.98409
-46.78936,65.03698
-46.372757,65.45269
-43.853283,66.71237
-43.34069,67.14793
-40.509506,70.89455
-48.022156,66.65159
-40.610123,70.760544
-40.388546,70.901596
-36.919434,71.05186
-36.04991,70.52854
-15.311707,70.44857
-4.988906,71.241905
-14.832318,70.315994
-4.3711514,71.64742
1.132309,78.185776
0.05376027,78.25582
-0.18724115,78.07829
-0.92079467,77.63391
-1.540585,77.79992
-3.1979144,72.67112
-2.7653527,73.54102
-42.071358,-22.938992
-42.194336,-22.926329
-36.666473,-25.363262
-37.301544,-25.607288
-36.72833,-25.309832
-37.4867,-25.132986
-39.80136,-24.872778
-38.21966,-23.153687
-37.76966,-46.55881
-39.94949,-24.514215
-37.832684,-22.779428
-3.1532936,60.035313
-6.3370285,59.154495
-3.1797094,60.12756
-6.5680547,58.955193
-7.005086,58.807907
-7.136717,58.73676
-7.737107,58.449482
-8.983041,57.99874
0.10969696,48.572124
-12.404926,53.072826
-9.251743,57.944107
18.859035,39.26894
18.965073,39.147972
19.260788,37.82616
19.006227,38.875713
-2.0904043,69.46324
-1.8319055,69.47755
-2.3739092,69.603645
0.05604095,76.27763
0.32708964,76.60931
-2.395121,69.80167
-0.24883734,76.76722
34.350822,11.707625
-2.094339,-7.092697
-3.8171606,-6.219539
-2.8220692,-6.77949
-4.0583153,-7.538622
-3.9990237,-7.663493
28.67216,15.954736
25.788376,8.558275
26.650616,10.902864
25.810898,8.489231
25.815054,8.442786
41.629463,50.74353
44.023907,49.62882
42.096363,50.533115
44.257267,50.166042
42.3438,50.913155
44.046764,50.524197
43.13389,50.82288
-47.03501,11.084692
42.93926,51.076145
44.710487,50.592133
44.689037,50.594746
-56.118114,52.396126
-55.175686,52.524006
-26.169926,61.226284
-55.10359,52.2623
-15.472112,61.447414
-23.583433,61.766216
-15.483377,61.595318
-10.880018,70.778564
-18.106167,72.54201
-17.998978,72.54325
-18.331038,72.70891
-14.479265,8.095729
-16.42248,2.5949032
-16.370974,2.7443867
-22.771704,14.622683
-21.362326,8.022942
-21.412071,8.036863
-18.27917,5.4272203
-21.12559,7.676855
-18.335236,5.273494
-20.618189,7.22596
-18.263248,4.7215576
41.662693,-61.735306
53.09534,-65.50463
53.554935,-36.297466
41.74711,-61.64671
53.79334,-36.32423
53.31867,-65.611465
53.155968,-36.15176
53.410995,-65.643234
41.94917,-61.491547
54.040535,-36.24756
54.09737,-36.102325
17.589825,-23.010344
16.354221,-12.831405
16.27681,-12.931894
16.857872,-19.045023
30.357885,-2.8210504
17.0049,-18.709784
15.230846,-17.08003
14.980836,-16.80475
22.685236,5.279648
23.565504,6.083695
27.328867,21.266447
-47.431942,41.19483
-47.004032,40.835434
-47.0011,41.017815
-48.628723,43.604286
-47.156223,41.3901
-47.892918,42.571663
-48.467525,43.810375
-39.01755,37.170372
-49.915287,45.175774
-48.84905,43.32701
-49.010834,42.276352
11.867773,85.855934
11.571782,86.420235
10.858589,86.44985
15.160338,88.03784
9.267673,86.89717
10.690021,86.95864
8.856049,86.87322
10.576858,87.047806
15.678206,88.02898
11.569542,86.59846
11.104529,86.609604
-20.424189,-7.917637
-18.826248,-7.120272
-19.857903,-7.1339684
-22.21567,-7.5542393
-20.988272,-7.804683
-21.906662,-6.454052
-31.840221,-4.295181
-22.064394,-6.1086
-26.972225,-7.7777286
-32.04479,-3.867921
-28.106104,-9.350246
61.03849,-47.38461
55.709545,-40.079132
58.89875,-53.112934
58.912235,-53.6054
56.47193,-40.285908
58.74305,-53.06128
52.637592,-32.275784
57.812748,-39.818573
57.642925,-56.129086
58.298622,-52.40549
57.037113,-41.28987
75.85512,-20.195522
77.62179,-32.84247
75.148705,-18.202473
75.38583,-13.906023
77.25548,-19.476765
77.54878,-19.756416
77.31413,-19.534966
75.458244,-19.3545
74.32953,-22.789959
74.774475,-18.935131
74.898674,-15.106026
55.30867,34.899174
50.33156,32.363464
46.847534,33.23585
47.088215,34.981075
45.30681,33.157455
46.89172,35.198563
47.004974,35.883266
46.424316,35.528053
46.637287,35.707527
46.568592,35.75899
46.658726,35.714752
15.487778,7.3749676
10.8681135,9.599885
15.896563,7.5234456
16.051367,7.479048
14.211482,5.284086
16.899357,6.442188
10.558036,11.066195
10.676884,11.335191
10.473734,11.777461
15.932378,9.440679
15.957592,9.336703
-64.32778,-30.094456
-67.01796,-27.91676
-67.67102,-27.429789
-67.80974,-27.246464
-76.150375,30.37423
-82.648994,-14.525969
-82.26941,-14.757531
-82.14696,-14.778713
-82.30694,-14.6384325
-81.910034,-14.688289
-77.62683,-11.337069
-12.477364,-45.775375
-31.157856,-45.476223
-29.677969,-45.9815
-17.837143,-45.730804
-17.553524,-45.70568
-30.237074,-45.991753
-17.657019,-45.72118
-19.502653,-45.134888
-32.155136,-46.22865
-30.70525,-46.389828
-31.896626,-46.24461
-65.51281,-3.9811175
-65.82293,-3.6074224
-56.61681,3.1338382
-65.380554,-2.8642204
-65.61827,-2.930257
-64.37217,0.1642918
-64.40795,-0.1439191
-63.59576,-1.0555514
-63.23592,-1.3120527
-62.9733,-1.4255036
-62.742474,-1.4216961
-26.538185,-4.627199
-31.535082,-5.6606193
-30.408907,-6.4667187
-25.987757,-5.4100976
-28.017746,-5.419863
-26.809137,-11.975564
-27.876005,-4.667071
-30.090158,-6.6812162
38.144985,20.023296
38.79055,25.483791
-20.178707,12.99455
-6.640937,-54.242878
24.615347,-46.689903
24.800352,-46.520958
24.966713,-46.459564
31.982664,-23.729626
33.49804,-23.970423
14.378911,3.080577
31.513605,-22.795382
31.021421,-21.069626
15.831975,3.3689644
18.21843,4.9938073
87.51852,8.6546755
81.30878,-0.23190576
80.92843,15.795074
79.36695,11.00492
78.585884,10.708386
76.876175,4.174068
76.99177,3.6650414
78.5168,10.83323
77.8537,11.167725
78.295105,11.5275755
79.1027,10.137729
4.232543,0.49769798
29.405226,34.396545
5.0774302,0.43340832
5.2650723,0.3622189
24.189589,-1.869346
26.138992,21.773611
42.987614,14.840173
26.040869,21.690306
25.729372,22.366964
42.00302,41.87031
25.516912,22.32208
-24.764893,-43.098164
12.791548,-33.266045
12.776179,-33.197136
-25.255201,-44.087734
27.046865,3.1746724
27.282217,3.1749606
27.73196,3.3592098
28.261063,3.700587
28.831684,5.572699
28.896244,3.9967031
28.453033,3.8725762
61.711147,25.669228
49.79117,21.670675
49.394703,21.545012
50.615463,21.897884
49.745796,22.495031
47.627563,22.827707
47.44084,22.939066
48.450405,23.104805
46.698017,23.261234
46.51281,23.255692
46.149452,23.288145
-33.156544,-59.086483
-37.65791,-53.275127
-37.71466,-53.38824
-45.21315,-24.613686
-32.793594,-59.559143
-44.422318,-24.868727
-42.845394,-22.841238
-36.08846,-22.967695
-44.588425,-25.947008
-40.70763,-24.493416
-37.5542,-22.395529
-63.996754,-30.017414
-66.14421,-29.25616
-62.25273,-30.126001
-62.63539,-30.21284
-66.25136,-29.299538
-66.51028,-28.946743
-63.37002,-29.998241
-65.753624,-29.212538
-66.60691,-27.842707
-58.98041,-21.976223
-62.156815,-29.616295
-44.27224,64.853874
-39.36255,69.12925
-44.26466,64.84862
-40.380352,69.37233
-7.2812767,70.117935
-8.638611,72.10206
-8.267427,72.095634
-8.327045,72.160164
-5.090789,76.5349
-4.0842214,77.1627
-5.033341,77.258545
-4.496399,54.216656
-3.7888854,53.814274
-3.5074737,53.902378
-3.5357208,53.983105
-6.096544,55.173595
-0.021530533,52.736614
-0.5573958,53.745747
-0.42208043,54.82668
-0.25792333,55.810867
-0.3004135,55.504974
-5.669028,55.93718
31.216913,11.97322
31.17763,13.008074
31.104664,12.609246
31.147875,13.302062
33.180634,13.632159
32.186962,13.222303
31.047617,13.442363
31.792866,13.508261
33.312412,14.820731
33.246918,15.0030775
33.28227,15.368125
-23.906292,60.70708
-13.897027,58.38298
-15.70466,59.48479
-22.69091,63.758442
-22.27504,63.543663
-21.385141,65.28171
-15.489515,63.260967
-21.797398,64.65159
-21.60849,65.040955
-21.630978,65.036095
-12.379879,62.289604
22.999783,46.84679
28.600554,37.94624
33.102905,44.853123
33.59011,44.623585
33.960487,44.69081
36.336433,45.850662
26.332834,35.524364
37.4108,45.8235
53.080856,38.289364
53.215015,38.039856
53.28307,37.97372
79.686455,4.783923
77.21536,1.1219335
73.71046,-4.119621
73.09481,-2.6719232
72.603874,-2.3108723
72.26275,2.8117707
72.79058,-2.6001441
64.71396,17.268156
72.569695,-2.470485
52.187237,22.959843
47.444664,22.954193
13.291807,7.6947317
31.392902,-26.047827
12.675911,8.078739
31.567942,-25.89191
13.627677,7.507605
13.8308735,7.5372
14.221245,7.5671206
14.186708,7.788963
36.060986,-24.94571
14.118955,8.4089575
16.25486,6.166329
-65.52187,35.67988
-65.52831,35.679928
-65.32711,35.855587
-65.183205,35.513546
-64.74891,36.252785
-64.942406,35.66943
-45.294777,37.39032
-64.43585,36.047314
-64.25274,35.05608
-64.15189,34.95016
-63.313274,36.691284
-39.726456,-62.30126
-40.283554,-62.078396
-37.609337,-62.076504
-38.21685,-60.721207
-36.420048,-62.69376
-38.640736,-59.894497
-38.80685,-59.975025
-63.459103,-24.3213
-37.804775,-57.297592
-40.920376,-62.590023
-37.805546,-57.152405
77.91127,-30.775803
78.40848,-32.403637
75.09226,-34.35487
78.19141,-32.25648
75.89848,-30.948355
75.872635,-30.983395
53.763607,-31.378508
73.83421,-23.936716
54.14775,-31.534147
74.10902,-23.508003
74.14941,-23.395834
41.673912,40.393867
41.824085,25.726902
44.26518,42.656822
40.31946,24.804913
40.81739,20.32748
44.70953,23.64539
44.72056,23.639828
44.54082,23.865654
43.851994,23.706638
